symbol,organ_name,icb_name,exchange
MIG,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Tài chính,HOSE
HSG,Công ty Cổ phần Tập đoàn Hoa Sen,Nguyên vật liệu,HOSE
PPC,Công ty Cổ phần Nhiệt điện Phả Lại,Tiện ích Cộng đồng,HOSE
TTA,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,Tiện ích Cộng đồng,HOSE
SZC,Công ty Cổ phần Sonadezi Châu Đức,Tài chính,HOSE
KTT,Công ty Cổ phần Tập đoàn Đầu tư KTT,Công nghiệp,HNX
NHC,Công ty Cổ phần Gạch ngói Nhị Hiệp,Công nghiệp,HNX
VHM,Công ty Cổ phần Vinhomes,Tài chính,HOSE
VHM,Công ty Cổ phần Vinhomes,Tài chính,VN30
NET,Công ty Cổ phần Bột giặt Net,Hàng Tiêu dùng,HNX
SMT,Công ty Cổ phần SAMETEL,Công nghệ Thông tin,HNX
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX
PVS,Tổng Công ty Cổ phần Dịch vụ Kỹ thuật Dầu khí Việt Nam,Dầu khí,HNX30
SGR,Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,Tài chính,HOSE
MCP,Công ty Cổ phần In và Bao bì Mỹ Châu,Công nghiệp,HOSE
SJE,Công ty Cổ phần Sông Đà 11,Công nghiệp,HNX
NBW,Công ty Cổ phần Cấp nước Nhà Bè,Tiện ích Cộng đồng,HNX
OPC,Công ty Cổ phần Dược Phẩm OPC,Dược phẩm và Y tế,HOSE
SHA,Công ty Cổ phần Sơn Hà Sài Gòn,Nguyên vật liệu,HOSE
TV3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Công nghiệp,HNX
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,HOSE
SHB,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,Ngân hàng,VN30
PGS,Công ty Cổ phần Kinh doanh Khí Miền Nam,Tiện ích Cộng đồng,HNX
KSF,Công ty Cổ phần Tập đoàn Sunshine,Tài chính,HNX
SHN,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,Nguyên vật liệu,HNX
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,Nguyên vật liệu,HOSE
SHP,Công ty Cổ phần Thủy điện Miền Nam,Tiện ích Cộng đồng,HOSE
PV2,Công ty Cổ phần Đầu tư PV2,Tài chính,HNX
PMG,Công ty Cổ phần Đầu tư và Sản xuất Petro Miền Trung,Tiện ích Cộng đồng,HOSE
TVS,Công ty Cổ phần Chứng khoán Thiên Việt,Tài chính,HOSE
SJ1,Công ty Cổ phần Nông nghiệp Hùng Hậu,Hàng Tiêu dùng,HNX
TIP,Công ty Cổ phần Phát triển Khu công nghiệp Tín Nghĩa,Tài chính,HOSE
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Công nghiệp,HNX
NTP,Công ty Cổ phần Nhựa Thiếu niên Tiền Phong,Công nghiệp,HNX30
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,HNX
PVC,Tổng Công ty Hóa chất và Dịch vụ Dầu khí - Công ty Cổ phần,Dầu khí,HNX30
VC7,Công ty Cổ phần Tập đoàn BGI,Công nghiệp,HNX
TTF,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Nguyên vật liệu,HOSE
SJS,Công ty Cổ phần SJ Group,Tài chính,HOSE
SGT,Công ty Cổ phần Công nghệ Viễn thông Sài Gòn,Công nghệ Thông tin,HOSE
SKG,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,Dịch vụ Tiêu dùng,HOSE
SMA,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,Tiện ích Cộng đồng,HOSE
SMB,Công ty Cổ phần Bia Sài Gòn - Miền Trung,Hàng Tiêu dùng,HOSE
TDG,Công ty Cổ phần Đầu tư TDG Global,Tiện ích Cộng đồng,HOSE
VFG,Công ty Cổ phần Khử trùng Việt Nam,Nguyên vật liệu,HOSE
MSH,Công ty Cổ phần May Sông Hồng,Hàng Tiêu dùng,HOSE
SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Nguyên vật liệu,HOSE
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,Tiện ích Cộng đồng,HNX
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX
SLS,Công ty Cổ phần Mía đường Sơn La,Hàng Tiêu dùng,HNX30
VGP,Công ty Cổ phần Cảng Rau Quả,Công nghiệp,HNX
S4A,Công ty Cổ phần Thủy điện Sê San 4A,Tiện ích Cộng đồng,HOSE
SMN,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,Dịch vụ Tiêu dùng,HNX
SPI,Công ty Cổ phần Spiral Galaxy,Nguyên vật liệu,HNX
PVG,Công ty Cổ phần Kinh doanh LPG Việt Nam,Tiện ích Cộng đồng,HNX
SPM,Công ty Cổ phần S.P.M,Dược phẩm và Y tế,HOSE
TSB,Công ty Cổ phần Ắc quy Tia Sáng,Công nghiệp,HNX
SFG,Công ty Cổ phần Phân bón Miền Nam,Nguyên vật liệu,HOSE
SRA,Công ty Cổ phần SARA Việt Nam,Công nghệ Thông tin,HNX
SRC,Công ty Cổ phần Cao su Sao Vàng,Hàng Tiêu dùng,HOSE
SDG,Công ty Cổ phần Sadico Cần Thơ,Công nghiệp,HNX
MBG,Công ty Cổ phần Tập đoàn MBG,Công nghiệp,HNX
SSC,Công ty Cổ phần Giống cây trồng Miền Nam,Hàng Tiêu dùng,HOSE
SED,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Phương Nam,Dịch vụ Tiêu dùng,HNX
SDA,Công ty Cổ phần SIMCO Sông Đà,Công nghiệp,HNX
MVB,Tổng Công ty Công nghiệp mỏ Việt Bắc TKV - Công ty Cổ phần,Nguyên vật liệu,HNX
TMX,Công ty Cổ phần VICEM Thương mại Xi măng,Công nghiệp,HNX
SGD,Công ty Cổ phần Sách Giáo dục tại Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,HOSE
VJC,Công ty Cổ phần Hàng không Vietjet,Dịch vụ Tiêu dùng,VN30
NSH,Công ty Cổ phần Tập đoàn Nhôm Sông Hồng Shalumi,Nguyên vật liệu,HNX
QHD,Công ty Cổ phần Que hàn điện Việt Đức,Công nghiệp,HNX
SSM,Công ty Cổ phần Chế tạo kết cấu thép VNECO.SSM,Nguyên vật liệu,HNX
SIP,Công ty Cổ phần Đầu tư Sài Gòn VRG,Tài chính,HOSE
STG,Công ty Cổ phần Kho Vận Miền Nam,Công nghiệp,HOSE
SBV,Công ty Cổ phần Siam Brothers Việt Nam,Dịch vụ Tiêu dùng,HOSE
TMC,Công ty Cổ phần Thương mại Xuất nhập khẩu Thủ Đức,Tiện ích Cộng đồng,HNX
ST8,Công ty Cổ phần Tập đoàn ST8,Công nghệ Thông tin,HOSE
STC,Công ty Cổ phần Sách và Thiết bị trường học Thành phố Hồ Chí Minh,Dịch vụ Tiêu dùng,HNX
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,HOSE
STB,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Ngân hàng,VN30
STP,Công ty Cổ phần Công nghiệp Thương mại Sông Đà,Công nghiệp,HNX
SSI,Công ty Cổ phần Chứng khoán SSI,Tài chính,HOSE
SSI,Công ty Cổ phần Chứng khoán SSI,Tài chính,VN30
TCR,Công ty Cổ phần Công nghiệp Gốm sứ TAICERA,Công nghiệp,HOSE
SHI,Công ty Cổ phần Quốc tế Sơn Hà,Nguyên vật liệu,HOSE
SDU,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Sông Đà,Công nghiệp,HNX
VHE,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược phẩm và Y tế,HNX
TTT,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Dịch vụ Tiêu dùng,HNX
SVC,Công ty Cổ phần Dịch vụ tổng hợp Sài Gòn,Hàng Tiêu dùng,HOSE
SVD,Công ty Cổ phần Đầu tư & Thương mại Vũ Đăng,Hàng Tiêu dùng,HOSE
SVI,Công ty Cổ phần Bao bì Biên Hòa,Công nghiệp,HOSE
SVT,Công ty Cổ phần Công nghệ Sài Gòn Viễn Đông,Nguyên vật liệu,HOSE
SZL,Công ty Cổ phần Sonadezi Long Thành,Tài chính,HOSE
SZB,Công ty Cổ phần Sonadezi Long Bình,Tài chính,HNX
TA9,Công ty Cổ phần Xây lắp Thành An 96,Công nghiệp,HNX
VPS,Công ty Cổ phần Thuốc sát trùng Việt Nam,Nguyên vật liệu,HOSE
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Dịch vụ Tiêu dùng,HOSE
TBC,Công ty Cổ phần Thủy điện Thác Bà,Tiện ích Cộng đồng,HOSE
TBX,Công ty Cổ phần Xi măng Thái Bình,Công nghiệp,HNX
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,HOSE
TCB,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Ngân hàng,VN30
TCL,Công ty Cổ phần Đại lý Giao nhận Vận tải Xếp dỡ Tân Cảng,Công nghiệp,HOSE
TCO,Công ty Cổ phần TCO Holdings,Công nghiệp,HOSE
TCI,Công ty Cổ phần Chứng khoán Thành Công,Tài chính,HOSE
TDC,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Tài chính,HOSE
TDH,Công ty Cổ phần Phát triển Nhà Thủ Đức,Tài chính,HOSE
TDM,Công ty Cổ phần Nước Thủ Dầu Một,Tiện ích Cộng đồng,HOSE
NTH,Công ty Cổ phần Thủy điện Nước Trong,Tiện ích Cộng đồng,HNX
TDP,Công ty Cổ phần Thuận Đức,Công nghiệp,HOSE
TDT,Công ty Cổ phần Đầu tư và Phát triển TDT,Hàng Tiêu dùng,HNX
TDW,Công ty Cổ phần Cấp nước Thủ Đức,Tiện ích Cộng đồng,HOSE
CET,Công ty Cổ phần HTC Holding,Hàng Tiêu dùng,HNX
TEG,Công ty Cổ phần Năng Lượng và Bất động sản Trường Thành,Tài chính,HOSE
TET,Công ty Cổ phần Vải sợi May mặc Miền Bắc,Hàng Tiêu dùng,HNX
TFC,Công ty Cổ phần Trang,Hàng Tiêu dùng,HNX
THB,Công ty Cổ phần Bia Hà Nội - Thanh Hóa,Hàng Tiêu dùng,HNX
VLA,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,Công nghệ Thông tin,HNX
THD,Công ty Cổ phần Thaiholdings,Tài chính,HNX
THG,Công ty Cổ phần Đầu tư và Xây dựng Tiền Giang,Công nghiệp,HOSE
THS,Công ty Cổ phần Thanh Hoa Sông Đà,Dịch vụ Tiêu dùng,HNX
THT,Công ty Cổ phần Than Hà Tu - Vinacomin,Nguyên vật liệu,HNX
TTH,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,Nguyên vật liệu,HNX
DTG,Công ty Cổ phần Dược phẩm Tipharco,Dược phẩm và Y tế,HNX
TIX,Công ty Cổ phần Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình,Tài chính,HOSE
TKG,Công ty Cổ phần Sản xuất và Thương mại Tùng Khánh,Nguyên vật liệu,HNX
TLD,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Đô thị Thăng Long,Tài chính,HOSE
TLG,Công ty Cổ phần Tập đoàn Thiên Long,Hàng Tiêu dùng,HOSE
TLH,Công ty Cổ phần Tập đoàn Thép Tiến Lên,Nguyên vật liệu,HOSE
MBS,Công ty Cổ phần Chứng khoán MB,Tài chính,HNX
MBS,Công ty Cổ phần Chứng khoán MB,Tài chính,HNX30
TMP,Công ty Cổ phần Thủy điện Thác Mơ,Tiện ích Cộng đồng,HOSE
TMS,Công ty Cổ phần Transimex,Công nghiệp,HOSE
TMT,Công ty Cổ phần Ô tô TMT,Hàng Tiêu dùng,HOSE
TN1,Công ty Cổ phần Rox Key Holdings,Tài chính,HOSE
TNC,Công ty Cổ phần Cao su Thống Nhất,Nguyên vật liệu,HOSE
BAX,Công ty Cổ phần Thống Nhất,Công nghiệp,HNX
VNC,Công ty Cổ phần Tập đoàn Vinacontrol,Công nghiệp,HNX
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng Tiêu dùng,HNX
TNG,Công ty Cổ phần Đầu tư và Thương mại TNG,Hàng Tiêu dùng,HNX30
TNI,Công ty Cổ phần Tập đoàn Thành Nam,Nguyên vật liệu,HOSE
TNT,Công ty Cổ phần Tập đoàn TNT,Nguyên vật liệu,HOSE
TOT,Công ty Cổ phần Transimex Logistics,Công nghiệp,HNX
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,HOSE
TPB,Ngân hàng Thương mại Cổ phần Tiên Phong,Ngân hàng,VN30
BCF,Công ty Cổ phần Thực phẩm Bích Chi,Hàng Tiêu dùng,HNX
TPH,Công ty Cổ phần In Sách giáo khoa tại Thành phố Hà Nội,Dịch vụ Tiêu dùng,HNX
TPP,Công ty Cổ phần Tân Phú Việt Nam,Công nghiệp,HNX
TRA,Công ty Cổ phần Traphaco,Dược phẩm và Y tế,HOSE
TCD,Công ty cổ phần Tập đoàn Xây dựng Tracodi,Công nghiệp,HOSE
TRC,Công ty Cổ phần Cao su Tây Ninh,Nguyên vật liệu,HOSE
TSC,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Nguyên vật liệu,HOSE
TTC,Công ty Cổ phần Gạch men Thanh Thanh,Công nghiệp,HNX
HUB,Công ty Cổ phần Xây lắp Thừa Thiên Huế,Công nghiệp,HOSE
VHC,Công ty Cổ phần Vĩnh Hoàn,Hàng Tiêu dùng,HOSE
VIF,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HNX
VNF,Công ty Cổ phần Vinafreight,Công nghiệp,HNX
TV2,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Công nghiệp,HOSE
TYA,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Công nghiệp,HOSE
TV4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Công nghiệp,HNX
TVC,Công ty Cổ phần Tập đoàn Quản lý Tài sản Trí Việt,Tài chính,HNX
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX
TVD,Công ty Cổ phần Than Vàng Danh - Vinacomin,Nguyên vật liệu,HNX30
TXM,Công ty Cổ phần VICEM Thạch cao Xi Măng,Công nghiệp,HNX
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,HOSE
VNM,Công ty Cổ phần Sữa Việt Nam,Hàng Tiêu dùng,VN30
UIC,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Tiện ích Cộng đồng,HOSE
UNI,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Công nghệ Thông tin,HNX
V12,Công ty Cổ phần Xây dựng số 12,Công nghiệp,HNX
V21,Công ty Cổ phần Vinaconex 21,Tài chính,HNX
VAF,Công ty Cổ phần Phân lân nung chảy Văn Điển,Nguyên vật liệu,HOSE
VCF,Công ty Cổ phần VinaCafé Biên Hòa,Hàng Tiêu dùng,HOSE
VBC,"Công ty Cổ phần Nhựa, Bao bì Vinh",Công nghiệp,HNX
VCG,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,Công nghiệp,HOSE
VC1,Công ty Cổ phần Xây dựng số 1,Công nghiệp,HNX
VC2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Công nghiệp,HNX
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX
VC3,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tài chính,HNX30
VCM,Công ty Cổ phần BV Life,Công nghiệp,HNX
VE3,Công ty Cổ phần Xây dựng điện VNECO 3,Công nghiệp,HNX
VDL,Công ty Cổ phần Thực phẩm Lâm Đồng,Hàng Tiêu dùng,HNX
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX
VCS,Công ty Cổ phần VICOSTONE,Công nghiệp,HNX30
VDS,Công ty Cổ phần Chứng khoán Rồng Việt,Tài chính,HOSE
VE8,Công ty Cổ phần Xây dựng Điện Vneco 8,Công nghiệp,HNX
VC6,Công ty cổ phần Xây dựng và Đầu tư Visicons,Công nghiệp,HNX
VC9,Công ty Cổ phần Xây dựng số 9 - VC9,Công nghiệp,HNX
VCA,Công ty Cổ phần Thép VICASA - VNSTEEL,Nguyên vật liệu,HOSE
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,HOSE
VCB,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Ngân hàng,VN30
VE4,Công ty Cổ phần Xây dựng điện VNECO4,Công nghiệp,HNX
VCC,Công ty Cổ phần Vinaconex 25,Công nghiệp,HNX
VNR,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tài chính,HNX
VCI,Công ty Cổ phần Chứng khoán Vietcap,Tài chính,HOSE
CLM,Công ty Cổ phần Xuất nhập khẩu Than - Vinacomin,Nguyên vật liệu,HNX
VFS,Công ty Cổ phần Chứng khoán Nhất Việt,Tài chính,HNX
VHL,Công ty Cổ phần Viglacera Hạ Long,Công nghiệp,HNX
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,HOSE
VIC,Tập đoàn Vingroup - Công ty CP,Tài chính,VN30
VE1,Công ty Cổ phần Xây dựng điện VNECO 1,Công nghiệp,HNX
VID,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Nguyên vật liệu,HOSE
VGS,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Nguyên vật liệu,HNX
VGC,Tổng Công ty Viglacera - Công ty Cổ phần,Công nghiệp,HOSE
TVT,Tổng Công ty Việt Thắng - CTCP,Hàng Tiêu dùng,HOSE
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,HOSE
VIB,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,Ngân hàng,VN30
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX
DVM,Công ty Cổ phần Dược liệu Việt Nam,Dược phẩm và Y tế,HNX30
VDP,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm và Y tế,HOSE
VIG,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Tài chính,HNX
VPD,Công ty Cổ phần Phát triển Điện lực Việt Nam,Tiện ích Cộng đồng,HOSE
VNS,Công ty Cổ phần Ánh Dương Việt Nam,Dịch vụ Tiêu dùng,HOSE
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,Tiện ích Cộng đồng,HNX
VIT,Công ty Cổ phần Viglacera Tiên Sơn,Công nghiệp,HNX
VOS,Công ty Cổ phần Vận tải Biển Việt Nam,Công nghiệp,HOSE
VSH,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Tiện ích Cộng đồng,HOSE
VSI,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Tài chính,HOSE
VTB,Công ty Cổ phần Viettronics Tân Bình,Công nghiệp,HOSE
VIP,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Công nghiệp,HOSE
VIX,Công ty Cổ phần Chứng khoán VIX,Tài chính,HOSE
VMC,Công ty Cổ phần VIMECO,Công nghiệp,HNX
VMD,Công ty Cổ phần Y Dược phẩm Vimedimex,Dược phẩm và Y tế,HOSE
VMS,Công ty Cổ phần Phát triển Hàng Hải,Công nghiệp,HNX
HVN,Tổng Công ty Hàng không Việt Nam - CTCP,Dịch vụ Tiêu dùng,HOSE
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX
TMB,Công ty Cổ phần Kinh doanh Than Miền Bắc - Vinacomin,Nguyên vật liệu,HNX30
VND,Công ty Cổ phần Chứng khoán VNDIRECT,Tài chính,HOSE
VNE,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Công nghiệp,HOSE
VNG,Công ty Cổ phần Du Lịch Thành Thành Công,Dịch vụ Tiêu dùng,HOSE
VNL,Công ty Cổ phần Logistics Vinalink,Công nghiệp,HOSE
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,HOSE
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Nguyên vật liệu,VN30
VNT,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Công nghiệp,HNX
YBM,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,Nguyên vật liệu,HOSE
YEG,Công ty Cổ phần Tập đoàn Yeah1,Dịch vụ Tiêu dùng,HOSE
VSA,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Công nghiệp,HNX
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,HOSE
VPB,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng,VN30
VPI,Công ty Cổ phần Đầu tư Văn Phú - Invest,Tài chính,HOSE
VPG,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Nguyên vật liệu,HOSE
VPH,Công ty Cổ phần Vạn Phát Hưng,Tài chính,HOSE
VSC,Công ty Cổ phần Container Việt Nam,Công nghiệp,HOSE
VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,Tài chính,HOSE
VTH,Công ty Cổ phần Dây cáp điện Việt Thái,Công nghiệp,HNX
VRE,Công ty Cổ phần Vincom Retail,Tài chính,HOSE
VRE,Công ty Cổ phần Vincom Retail,Tài chính,VN30
VTJ,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,Hàng Tiêu dùng,HNX
VTO,Công ty Cổ phần Vận tải Xăng dầu VITACO,Công nghiệp,HOSE
VTP,Tổng Công ty Cổ phần Bưu chính Viettel,Công nghiệp,HOSE
VTC,Công ty Cổ phần Viễn Thông VTC,Công nghệ Thông tin,HNX
WSS,Công ty Cổ phần Chứng khoán Phố Wall,Tài chính,HNX
VTV,Công ty Cổ phần Năng lượng và Môi trường VICEM,Công nghiệp,HNX
CLH,Công ty Cổ phần Xi măng La Hiên VVMI,Công nghiệp,HNX
WCS,Công ty Cổ phần Bến xe Miền Tây,Công nghiệp,HNX
X20,Công ty Cổ phần X20,Hàng Tiêu dùng,HNX
